GEOID,B25034_001M,B25034_010M,B25034_009M,B25034_008M,B25034_007M,B25034_006M,B25034_005M,B25034_004M,B25034_003M,B25034_002M,B25024_001M,B25024_002M,B25024_003M,B25024_004M,B25024_005M,B25024_006M,B25024_007M,B25024_008M,B25024_009M,B03002_001M,B03002_003M,B03002_004M,B03002_012M,B03002_006M,B11001_001M,B11001_003M,B11001_004M,B11001_009M,B11001_008M,B25004_001M,B25004_006M,B25075_001M,B25075_002M,B25075_003M,B25075_004M,B25075_005M,B25075_006M,B25075_007M,B25075_008M,B25075_009M,B25075_010M,B25075_011M,B25075_012M,B25075_013M,B25075_014M,B25075_015M,B25075_016M,B25075_017M,B25075_018M,B25075_019M,B25075_020M,B25075_021M,B25075_022M,B25075_023M,B25075_024M,B25075_025M,C17002_001M,C17002_002M,C17002_003M,C17002_004M,C17002_005M,C17002_006M,C17002_007M,C17002_008M,B25038_001M,B25038_003M,B25038_004M,B25038_005M,B25038_006M,B25038_007M,B25038_008M,B25038_010M,B25038_011M,B25038_012M,B25038_013M,B25038_014M,B25038_015M
g361031592011,85,59,30,43,24,25,66,15,77,11,85,85,11,11,11,11,11,11,11,283,285,11,231,11,85,88,75,31,44,11,11,87,13,11,11,14,11,11,11,11,11,11,11,11,11,11,11,11,19,16,60,97,38,51,11,11,283,114,178,17,25,24,11,278,85,54,80,32,63,26,40,32,19,11,11,11,18
g361031592012,86,94,80,59,33,54,64,11,19,11,86,89,19,11,11,11,11,11,11,488,310,36,471,11,97,100,68,25,78,51,11,111,12,11,11,11,11,11,11,11,11,11,11,11,19,11,11,15,57,38,88,79,24,19,11,11,488,12,10,347,25,14,11,340,97,90,60,51,24,53,40,11,69,61,11,11,11
g361031592031,120,74,61,84,47,48,57,39,44,11,120,121,24,11,11,11,11,11,11,327,279,55,108,11,120,111,65,37,94,11,11,121,23,11,11,11,11,11,37,11,11,11,11,11,11,11,70,24,11,82,80,63,42,38,11,23,327,26,168,11,53,66,11,323,120,11,86,102,55,52,29,11,21,11,11,11,11
g361031592032,129,24,62,100,94,111,42,32,23,11,129,134,22,30,11,11,11,11,11,516,508,208,11,11,132,128,69,57,78,30,21,126,11,11,11,11,11,11,11,11,11,11,20,11,11,11,11,24,67,42,95,115,61,56,11,11,516,361,23,11,23,22,49,418,132,60,102,75,65,83,43,37,59,23,11,11,11
g361031592033,151,23,75,140,50,47,99,76,33,11,151,151,11,11,11,11,11,11,11,411,427,29,129,23,136,109,83,53,73,83,11,108,30,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,59,59,77,26,82,21,11,411,177,143,11,11,11,62,452,136,34,105,62,62,21,36,79,100,11,11,11,11
g361031592041,82,13,18,57,32,51,29,26,25,11,82,74,11,11,11,11,11,11,48,240,133,72,146,11,79,68,55,20,54,30,11,72,11,11,11,11,12,11,11,11,11,11,11,11,12,11,11,18,16,22,46,67,23,13,11,11,240,21,70,11,68,45,39,222,79,64,35,41,22,17,21,13,48,11,11,11,11
g361031592042,76,11,14,13,43,54,23,11,29,11,76,76,11,11,11,11,11,11,11,253,186,33,173,11,70,53,31,15,33,41,11,70,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,27,23,64,13,14,10,11,253,23,39,11,11,11,11,249,70,11,40,25,46,40,11,11,11,11,11,11,11
g361031592043,93,60,75,62,67,40,53,57,23,11,93,81,10,17,11,11,11,11,64,442,434,20,37,11,104,78,28,18,79,68,41,80,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,39,37,54,50,11,11,408,100,49,129,57,16,22,285,104,37,55,50,36,24,18,69,64,11,11,11,11
g361031592044,74,26,22,58,27,64,22,42,13,11,74,74,13,11,11,11,11,11,11,194,198,19,24,11,65,62,31,14,51,58,30,64,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,11,55,38,54,40,11,13,194,11,26,11,11,45,11,194,65,17,57,54,34,33,23,11,13,11,11,11,11
g361031593001,64,63,14,42,45,35,26,10,10,11,64,63,5,7,38,11,11,11,11,125,116,11,30,8,71,48,17,9,60,53,50,55,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,38,34,18,27,125,32,8,11,22,53,11,115,71,15,33,33,14,24,30,38,38,5,11,11,11
g361031593002,62,32,39,54,43,44,11,6,11,11,62,62,7,11,11,11,11,11,11,138,142,22,25,43,60,60,35,17,66,40,30,60,11,11,7,11,11,11,11,6,8,11,11,11,11,11,11,11,8,29,15,56,31,27,6,7,138,69,11,92,44,27,14,147,60,26,51,31,21,25,40,24,25,12,27,11,12
g361031594041,162,52,21,11,15,69,129,50,126,11,162,50,37,11,120,36,94,110,44,452,386,184,81,146,168,115,119,50,116,27,11,54,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,19,39,19,27,11,21,452,85,99,11,259,24,70,388,168,19,46,22,11,26,11,152,127,33,11,11,11
g361031594042,77,21,11,66,11,52,11,11,51,11,77,80,11,11,11,11,11,11,19,292,250,100,51,30,77,66,53,11,46,11,11,72,11,19,11,11,11,11,11,11,11,11,11,11,11,30,39,28,29,22,30,25,25,21,11,11,287,11,104,73,189,123,11,160,77,11,65,43,42,22,11,22,39,11,11,11,11
g361031594043,176,31,73,11,118,183,11,141,60,11,176,176,25,11,11,11,31,11,11,860,424,134,894,107,210,111,110,11,183,80,11,126,11,37,11,11,11,11,11,11,11,11,11,11,11,59,11,11,102,56,65,65,11,11,11,11,860,876,128,59,153,189,11,482,210,102,78,39,73,49,11,124,174,11,11,11,11
g361031594044,164,99,11,103,11,127,49,104,81,11,164,164,11,11,11,11,11,11,11,519,401,239,364,11,152,142,111,63,18,89,11,147,11,11,11,11,11,26,11,11,11,11,11,11,11,11,36,95,54,76,63,35,125,11,11,11,503,165,192,37,48,294,199,413,152,97,114,103,58,41,11,93,71,11,11,11,11
g361031594045,167,77,11,49,17,40,93,96,31,11,167,150,11,11,77,11,11,11,11,712,211,31,463,448,167,161,34,11,31,11,11,112,11,11,11,11,11,11,11,11,11,11,11,11,11,34,24,22,84,46,44,45,11,11,11,11,712,11,11,89,71,370,11,614,167,11,97,57,38,27,17,11,109,11,11,11,11
g361031594061,94,46,11,44,18,73,43,50,47,39,94,78,46,11,11,14,55,45,11,290,285,35,28,84,96,91,45,45,31,40,16,80,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,62,57,26,50,11,11,290,40,109,51,11,51,11,272,96,44,58,41,11,15,11,54,52,24,11,11,11
g361031594062,123,77,11,50,14,24,21,87,77,11,123,108,33,55,46,26,40,52,65,329,236,72,149,11,118,115,54,15,88,35,13,86,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,31,76,29,14,15,11,327,66,91,89,19,106,31,279,118,71,40,31,21,21,11,87,89,33,11,11,11
g361031594063,97,42,11,19,11,57,33,72,78,11,97,96,18,11,11,11,11,11,16,361,291,11,278,19,97,73,26,11,81,58,32,70,15,11,11,11,11,11,18,11,11,11,11,11,11,11,11,11,13,11,25,61,39,51,11,11,361,11,83,63,216,193,11,319,97,11,69,50,40,23,11,83,16,11,11,11,11
g361031594071,113,14,13,28,34,102,121,32,50,11,113,114,9,11,11,11,11,11,11,583,304,145,406,199,113,121,40,27,52,44,11,115,16,11,11,11,18,11,11,11,12,11,19,11,11,14,18,13,26,53,70,100,11,9,11,11,583,78,229,109,11,30,11,555,113,28,83,54,106,41,11,61,44,11,11,12,11
g361031594072,91,11,11,66,42,68,49,31,30,11,91,91,11,9,11,11,11,11,11,348,226,55,205,164,89,79,57,11,68,32,11,80,17,11,11,11,15,11,11,11,11,11,11,11,11,11,11,11,39,57,38,46,25,15,11,11,347,61,76,45,202,43,11,266,89,11,65,55,49,34,16,40,40,11,11,11,11
g361031594073,124,11,26,48,19,139,72,47,65,11,124,124,11,10,11,11,11,11,11,430,401,17,135,76,122,124,54,42,67,63,11,127,12,11,11,11,11,18,11,11,11,11,11,11,10,11,40,11,12,93,84,76,25,16,11,11,432,11,11,188,31,64,11,415,122,80,101,65,68,62,17,11,30,11,11,11,11
g361031594081,79,28,33,77,90,104,74,27,68,16,79,79,11,14,11,11,11,11,11,337,315,235,222,128,84,98,69,60,41,64,45,100,24,11,11,11,11,11,11,16,11,11,11,11,11,11,17,23,43,79,67,90,15,18,11,11,337,24,70,243,108,132,12,425,84,64,88,48,58,72,29,36,64,11,11,11,13
g361031594082,79,11,17,59,52,38,58,51,18,11,79,79,11,11,11,11,11,11,11,296,215,90,151,62,79,63,60,14,48,11,11,76,11,11,11,11,11,11,11,11,11,11,11,12,11,11,11,17,25,55,44,48,10,14,11,11,228,105,107,14,94,11,11,222,79,30,46,25,41,47,46,60,40,11,11,11,11
g361031594101,138,47,11,25,63,82,60,85,29,87,138,140,25,11,11,11,11,11,11,545,542,11,11,11,138,125,109,11,73,11,11,138,11,11,26,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,42,95,98,92,50,11,545,125,11,11,30,11,11,544,138,91,92,55,105,35,63,11,11,11,11,11,11
g361031594102,113,42,30,47,43,118,79,89,66,29,113,121,89,11,53,11,34,11,11,345,317,202,26,11,113,127,53,52,108,11,11,128,11,11,11,11,11,11,11,11,11,26,11,25,11,79,11,87,11,36,37,65,58,63,11,11,345,31,155,184,245,11,11,408,113,53,127,53,38,45,21,89,60,11,11,11,21
g361031594103,136,16,16,16,16,79,63,168,147,16,136,158,55,16,37,68,16,16,16,643,752,111,281,80,141,158,87,16,44,23,23,152,47,16,16,16,16,16,16,16,16,16,77,16,16,16,16,16,25,27,81,120,130,136,33,16,643,137,151,74,23,120,16,650,141,53,162,129,16,23,16,62,25,16,16,16,16
g361031594111,102,11,11,26,39,85,60,31,39,11,102,102,11,11,11,11,11,11,11,372,308,178,115,11,103,71,35,10,84,9,11,104,7,11,11,11,12,11,11,11,11,11,11,8,11,11,11,16,45,47,103,60,16,22,11,11,372,53,99,16,11,89,11,358,103,16,67,60,57,77,11,17,11,11,11,11,11
g361031594112,96,12,11,18,11,69,74,25,29,11,96,95,11,11,11,11,12,11,11,324,272,11,98,80,96,73,60,32,50,11,11,80,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,54,70,67,11,23,11,12,324,49,159,67,10,14,11,312,96,42,55,54,53,21,11,37,26,11,11,11,11
g361031594121,90,39,11,11,11,39,58,79,41,11,90,93,20,11,11,11,11,11,11,330,332,14,11,11,90,76,69,11,11,11,11,90,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,11,11,23,71,52,46,11,26,330,13,11,11,13,195,125,399,90,19,75,55,23,23,11,11,11,11,11,11,11
g361031594122,147,11,11,61,28,11,66,119,123,11,147,163,93,82,67,11,11,29,11,498,499,11,29,18,147,163,97,22,83,11,11,160,11,11,11,21,11,11,11,11,11,11,11,11,11,11,11,11,18,96,62,94,75,112,11,11,498,39,11,43,34,63,11,510,147,35,156,75,25,11,18,29,82,62,11,11,11
g361031594123,163,11,20,11,84,125,134,107,71,11,163,162,44,11,11,11,11,11,11,547,585,94,196,20,158,137,65,68,117,121,11,166,29,25,11,11,11,11,18,20,11,35,54,62,11,41,41,80,11,36,35,71,114,82,30,11,547,157,63,164,38,30,57,547,158,42,111,94,131,36,11,11,34,11,11,11,11
g361031594124,153,19,11,16,86,161,94,63,80,11,153,86,11,11,27,39,130,126,51,455,401,69,63,11,140,133,57,58,114,123,11,86,11,11,11,11,11,11,27,11,11,11,11,11,11,11,11,11,11,11,72,53,69,19,11,53,455,48,51,33,11,11,29,464,140,53,99,49,37,11,11,111,110,11,29,11,11
g361031595051,127,11,25,74,35,94,103,22,78,11,127,132,11,11,11,11,11,11,11,568,433,11,323,11,134,133,76,11,33,80,52,140,11,11,11,11,11,11,11,25,11,11,11,11,11,11,11,11,35,62,95,95,11,11,11,11,568,11,11,59,11,11,11,574,134,14,85,98,77,55,11,59,11,21,11,11,11
g361031595052,168,11,28,83,80,172,26,72,94,11,168,168,11,11,11,11,11,11,11,710,375,610,11,11,169,156,111,69,98,62,18,123,21,11,11,11,11,11,11,11,11,11,11,11,11,26,11,11,38,44,77,84,11,11,11,11,710,236,11,535,22,171,117,412,169,32,96,52,18,44,33,127,137,11,11,11,11
g361031595053,117,11,11,32,62,93,52,72,11,11,117,117,11,11,11,11,11,11,11,410,364,26,165,117,96,93,34,49,47,67,11,94,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,49,74,24,71,40,31,11,11,410,117,11,150,11,202,11,360,96,36,75,56,31,17,11,11,27,11,11,11,11
g361031595054,124,11,11,32,84,93,73,50,30,11,124,122,22,11,11,11,11,11,11,760,362,67,440,91,132,106,94,55,11,51,11,135,50,11,11,11,11,11,11,11,11,11,11,11,63,11,11,37,31,89,52,30,46,21,11,11,650,175,11,11,11,76,11,569,132,11,63,111,53,50,22,11,11,11,22,11,11
g361031595055,153,11,11,129,56,94,96,74,29,11,153,153,11,11,11,11,11,11,11,678,359,153,642,11,153,151,81,23,74,11,11,155,11,11,11,11,11,11,11,11,11,11,11,11,11,19,11,56,29,77,132,108,19,29,11,11,673,13,11,160,11,172,11,682,153,38,134,112,58,72,11,11,11,15,11,11,11
g361031595061,147,22,11,86,60,93,119,26,125,24,147,161,44,26,11,23,11,11,81,573,311,268,514,11,135,111,132,11,102,76,11,131,11,11,11,11,11,11,11,11,11,11,11,11,11,11,27,105,58,55,47,52,34,11,11,11,573,75,47,11,205,11,404,525,135,45,103,26,63,87,11,160,40,11,11,11,11
g361031595062,159,33,30,68,33,116,86,120,105,11,159,156,26,28,72,11,11,13,11,615,455,439,205,11,157,146,112,15,51,115,76,162,11,11,11,11,11,11,11,11,11,11,11,11,11,23,38,51,117,57,55,73,19,31,11,11,616,52,387,47,24,18,148,595,157,39,96,113,44,80,11,28,82,31,11,11,11
g361031595063,116,26,11,21,20,94,88,23,42,11,116,116,27,18,11,11,11,11,11,512,277,229,204,415,116,94,92,32,40,11,11,100,23,11,11,11,11,11,11,11,11,11,11,11,26,11,27,32,55,60,50,43,11,20,11,11,510,34,164,25,44,136,11,416,116,32,88,53,23,57,11,11,78,11,11,11,11
g361031595064,148,22,31,99,58,156,79,104,41,11,148,151,21,11,11,11,11,11,11,551,510,148,183,221,143,152,107,22,105,88,11,120,11,11,11,22,11,11,11,11,11,11,11,11,11,11,21,103,73,57,64,49,11,11,11,11,551,330,283,37,7,11,400,353,143,22,106,122,45,34,11,110,79,11,11,11,11
g361031595081,142,11,100,61,66,79,54,48,42,11,142,145,11,12,11,11,11,11,11,527,436,239,262,11,127,104,77,13,41,68,68,117,11,11,11,11,16,11,11,11,11,11,11,11,11,11,51,54,87,87,52,25,29,11,11,11,527,11,295,11,21,11,11,484,127,50,108,66,56,31,28,11,70,12,11,11,11
g361031595082,172,110,34,65,33,89,31,74,55,61,172,152,11,31,11,11,11,61,11,487,330,11,330,11,152,95,104,86,98,66,11,135,11,11,11,17,11,11,11,11,11,11,11,11,19,55,88,26,80,63,72,11,11,11,11,11,487,115,11,114,62,21,40,440,152,86,79,95,60,42,28,61,43,11,66,11,11
g361031595083,199,177,41,90,133,122,11,28,30,11,199,199,11,11,11,11,11,11,11,695,464,23,438,11,198,162,154,98,46,119,99,136,11,11,11,11,11,11,11,11,11,27,64,11,11,26,41,57,27,29,44,36,11,67,11,11,701,431,116,11,84,24,11,522,198,24,118,46,40,29,11,191,44,22,18,11,11
g361031595084,197,58,102,108,43,84,124,11,81,11,197,197,11,11,11,11,11,11,11,717,419,320,445,2,196,157,137,26,70,66,11,184,19,11,21,11,11,11,11,11,11,17,26,11,28,92,68,123,37,29,79,52,11,11,11,11,717,19,2,188,54,173,242,676,196,133,118,72,70,29,24,59,79,17,11,11,11
g361031595091,105,66,65,69,44,13,36,11,14,11,105,104,13,11,11,11,11,11,14,245,217,15,90,11,99,71,39,14,49,87,66,90,11,11,11,11,11,11,11,11,11,11,11,24,11,11,11,11,46,47,47,42,11,13,11,11,245,11,60,11,54,11,25,253,99,46,77,11,30,20,11,14,34,16,11,11,11
g361031595092,117,70,74,71,27,61,17,41,13,11,117,117,11,11,11,11,11,11,11,321,301,11,24,58,107,39,86,20,72,94,29,71,11,11,11,11,11,11,11,11,11,11,14,11,11,25,18,48,36,28,26,11,27,11,11,11,321,26,147,85,122,113,75,176,107,21,33,27,52,16,29,67,60,11,11,11,11
g361031595093,97,66,15,44,31,30,59,37,29,11,97,97,11,11,11,11,11,11,11,345,249,244,161,11,97,74,70,29,51,11,11,62,11,11,11,11,11,11,11,11,11,11,13,11,11,17,11,11,11,62,42,11,11,13,14,11,345,199,174,11,14,11,11,268,97,28,54,25,21,11,14,48,81,11,11,11,11
g361031595101,103,88,17,98,85,89,53,20,48,21,103,99,12,34,14,45,30,6,5,64,49,14,45,10,26,14,14,12,15,103,104,24,11,11,11,11,11,11,11,11,11,12,11,12,11,3,11,11,11,4,3,5,3,4,14,11,62,11,15,14,21,12,20,50,26,3,6,18,4,13,3,11,6,9,3,11,11
g361031595102,93,43,11,70,47,18,7,7,6,3,93,94,11,11,11,5,11,11,11,9,6,11,11,5,5,3,11,11,2,93,93,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2,3,11,2,11,11,9,11,11,11,11,11,11,9,5,3,4,11,11,11,11,11,11,11,11,11,11
g361031595111,134,32,11,60,119,125,53,71,19,11,134,133,11,83,11,11,11,11,11,563,537,47,416,11,128,124,112,51,42,76,11,130,11,11,11,11,11,11,11,11,11,11,11,27,11,11,34,23,105,78,11,68,20,11,11,11,563,38,19,35,331,31,11,560,128,40,105,97,48,69,20,11,78,52,11,11,11
g361031595112,117,7,54,66,26,75,27,52,61,4,117,115,4,5,11,11,11,11,12,459,420,24,157,83,117,91,70,61,64,6,11,115,15,3,4,11,11,11,6,6,11,11,11,4,11,4,32,28,18,84,23,67,60,3,11,13,459,161,44,61,346,58,35,278,117,10,96,27,78,33,10,15,58,15,11,11,11
g361031595113,155,26,39,85,92,101,14,45,21,11,155,155,11,11,11,11,11,11,11,459,354,305,103,91,155,98,114,79,51,11,11,109,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,52,53,37,70,46,11,11,11,11,459,202,263,78,48,11,11,389,155,21,69,40,30,77,29,97,88,11,11,11,11
g361031595114,143,60,77,106,87,89,32,37,51,11,143,144,11,24,11,11,11,11,11,528,527,143,186,11,153,156,11,11,87,55,11,161,11,11,11,11,11,11,11,11,11,11,11,11,27,11,86,47,62,136,78,83,11,11,11,11,528,11,127,11,11,21,438,384,153,104,75,83,47,56,128,64,51,11,11,11,11
g361031595121,80,25,20,83,54,89,77,17,22,11,80,80,9,11,11,11,11,11,11,331,293,446,127,11,80,72,63,32,49,33,32,65,11,11,11,11,11,11,11,11,11,11,11,11,11,42,15,41,40,56,50,38,13,12,11,11,331,397,92,97,22,3,43,278,80,7,53,52,47,53,15,48,68,11,11,11,11
g361031596011,122,22,54,66,96,55,64,78,11,11,122,122,11,11,11,11,11,11,11,465,464,23,11,11,116,110,22,69,44,80,11,115,11,11,11,11,11,11,11,11,11,11,11,11,11,20,11,11,11,29,32,88,62,95,25,11,465,11,11,11,43,56,24,469,116,22,97,82,41,29,22,11,69,11,11,11,11
g361031596012,89,11,11,29,52,31,69,72,48,11,89,65,73,71,46,11,11,11,11,162,155,11,19,34,83,78,21,29,68,69,11,83,11,11,11,11,11,22,11,21,11,11,11,11,11,29,11,29,22,39,69,59,42,40,11,18,162,11,11,32,22,11,19,163,83,29,71,55,52,30,11,11,11,11,11,11,11
g361031596013,100,99,11,36,74,20,11,12,24,11,100,101,11,23,12,11,11,11,11,398,384,11,112,20,104,101,46,11,36,66,11,90,24,11,11,11,11,11,11,11,11,11,11,11,11,25,20,11,20,11,64,71,36,11,11,11,398,11,4,11,4,73,11,380,104,11,75,50,11,45,43,35,64,11,11,11,11
g361031596014,113,37,11,44,127,125,11,28,46,11,113,113,11,11,11,11,11,11,11,433,431,24,11,11,126,142,21,24,92,55,55,128,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,25,79,88,72,90,11,433,11,20,11,11,49,11,439,126,24,99,79,61,22,69,84,11,11,11,11,11
g361031596015,127,94,39,52,88,72,37,41,11,11,127,127,11,11,23,11,11,11,11,518,516,14,32,11,128,124,41,11,78,53,53,125,20,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,23,79,104,56,53,11,518,96,11,63,11,196,363,387,128,11,56,79,91,70,46,11,34,29,11,11,11
g361031596021,98,31,11,21,74,93,92,73,68,11,98,99,23,11,11,11,11,16,11,404,411,70,57,11,95,107,53,11,81,53,52,94,11,11,11,11,11,11,11,17,11,11,11,39,11,11,11,11,11,36,30,115,100,49,52,11,404,47,2,11,8,85,11,400,95,55,110,91,51,69,32,11,11,11,11,11,11
g361031596022,106,75,11,42,69,83,58,31,30,11,106,111,34,11,18,32,48,35,11,448,440,15,119,27,119,89,71,62,63,88,70,95,19,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,29,29,56,56,58,48,13,18,450,54,87,39,29,108,11,439,119,20,71,49,42,29,40,39,51,64,11,11,18
g361031697011,125,73,11,19,46,99,11,86,69,11,125,125,11,11,11,11,11,11,11,371,356,49,72,11,106,119,57,16,49,92,78,106,11,11,11,11,11,11,11,11,31,11,11,11,11,11,11,11,11,23,11,66,79,61,57,11,374,11,102,11,18,58,49,331,106,57,70,77,26,65,11,11,39,11,11,11,11
g361031697012,143,18,63,116,28,133,22,25,11,11,143,143,11,11,11,11,11,11,11,442,418,14,66,11,129,132,66,11,33,61,61,125,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,18,82,92,11,68,11,11,441,11,67,35,34,67,11,411,129,22,70,95,27,88,30,11,65,11,11,11,11
g361031697013,151,37,65,75,125,36,48,139,69,11,151,142,27,11,17,11,11,11,11,508,465,73,350,61,145,133,46,44,102,73,52,136,11,11,11,11,29,11,11,22,59,11,58,11,11,11,11,11,37,89,24,97,75,100,11,11,503,11,61,22,40,333,65,491,145,21,124,94,102,43,19,68,16,11,11,11,11
g361031697014,119,11,11,11,45,38,86,106,59,11,119,119,11,11,11,11,11,11,11,383,373,11,94,11,110,110,55,11,47,74,11,106,11,11,11,11,11,11,11,15,11,11,11,11,11,21,11,11,11,11,31,80,89,73,42,11,384,151,11,11,24,11,11,397,110,60,80,94,43,31,21,21,11,11,11,11,11
g361031697015,134,20,11,62,91,85,56,76,56,11,134,139,17,11,11,11,11,11,11,436,451,11,73,11,134,130,47,11,58,11,11,133,11,11,11,11,11,11,19,11,11,11,11,11,20,11,36,11,11,20,11,91,124,100,11,11,430,60,18,11,42,114,11,421,134,38,97,93,79,82,25,22,11,11,11,11,11
g361031697031,47,74,88,96,32,66,86,63,89,13,47,84,23,30,10,62,11,40,9,187,183,19,15,27,84,93,37,12,72,87,93,82,10,11,11,11,7,11,11,11,11,11,11,11,11,11,11,17,8,10,70,59,64,48,37,17,187,32,23,55,94,25,41,209,84,21,91,64,27,16,15,16,16,30,11,11,11
g361031697041,147,42,11,42,52,94,58,77,91,11,147,137,11,11,11,11,11,11,11,239,156,11,163,11,117,63,13,11,111,114,32,113,11,11,11,28,11,28,11,11,11,11,11,11,11,27,38,11,11,11,23,32,91,49,11,32,239,28,18,71,75,29,55,224,117,11,49,91,40,20,46,35,36,11,11,11,11
g361031697042,120,11,11,11,11,11,111,70,39,62,120,120,11,11,11,11,11,11,11,452,444,11,11,70,117,132,11,11,61,66,66,114,11,11,11,11,11,20,11,11,11,11,11,11,11,11,11,11,11,16,11,108,74,44,11,11,452,129,11,15,9,115,11,405,117,43,56,73,90,11,11,50,11,11,11,11,11
g361031697043,171,123,11,40,52,39,74,114,50,11,171,130,11,56,11,61,105,11,40,671,349,130,500,61,171,94,135,11,119,11,11,81,27,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,40,62,11,27,55,26,671,74,123,384,33,70,369,302,171,11,80,39,45,29,28,124,76,108,11,11,11
g361031697044,162,11,11,27,67,116,119,61,68,29,162,48,27,11,11,11,11,11,11,249,249,11,11,11,146,94,57,60,135,99,11,138,25,28,11,97,11,32,44,41,30,45,59,47,43,41,34,46,11,53,29,11,11,11,11,11,249,22,41,116,69,40,28,222,146,70,130,42,46,27,11,11,22,28,11,11,33
g361031697045,149,29,11,11,66,33,107,71,78,11,149,75,11,29,11,79,11,11,11,173,150,103,59,11,129,67,47,11,121,73,11,125,11,29,46,11,11,93,11,29,11,11,11,27,11,11,58,11,11,11,71,11,26,11,11,11,173,11,27,96,49,115,11,146,129,97,63,83,11,11,11,11,32,32,11,11,11
g361031697046,136,11,11,11,26,61,104,64,111,11,136,128,11,11,72,11,11,11,11,341,321,60,11,60,114,100,84,52,73,92,11,120,11,30,11,11,11,11,11,11,25,11,25,11,11,11,33,26,31,70,26,91,72,40,11,11,341,11,68,35,24,200,11,300,114,78,96,81,18,30,11,11,38,11,11,11,11
g361031698001,165,92,113,146,87,15,11,22,33,11,165,141,128,11,31,11,11,11,11,677,304,89,529,11,167,85,113,82,76,39,11,114,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,72,51,42,73,43,22,11,11,676,445,25,26,73,65,48,569,167,50,61,47,65,60,35,132,92,17,48,11,11
g361031698002,88,67,79,47,37,23,41,12,11,11,88,92,11,38,11,11,11,11,11,418,200,265,330,22,88,65,96,22,46,11,11,72,11,11,11,11,11,11,11,11,11,11,15,11,11,11,11,11,11,44,40,79,12,11,11,11,418,156,154,59,88,58,11,269,88,46,67,18,46,11,25,62,59,17,11,11,11
g361031698003,126,44,49,103,80,31,27,11,67,15,126,111,94,11,11,11,11,11,11,639,183,16,654,17,120,71,91,14,69,88,50,109,21,14,11,15,11,55,11,11,11,11,11,11,11,11,11,74,12,17,36,64,39,11,11,11,597,72,87,11,245,221,90,311,120,20,89,35,63,38,49,34,78,11,22,11,11
g361031698004,127,105,36,58,52,71,15,11,11,11,127,116,11,52,71,42,11,11,11,540,253,185,452,11,127,97,99,39,47,11,11,30,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,17,11,22,11,11,11,14,10,540,126,145,59,36,434,11,315,127,11,21,20,17,13,11,71,113,37,18,11,11
g361031699011,190,65,27,72,113,120,11,11,37,11,190,155,11,11,104,11,51,11,11,749,626,130,325,11,190,148,118,40,28,11,11,153,11,29,11,11,12,11,11,11,11,11,11,11,11,11,11,20,41,42,45,60,30,115,11,11,749,440,16,11,21,11,16,634,190,11,140,60,30,27,27,11,104,30,11,41,11
g361031699012,218,22,11,36,55,16,162,189,210,86,218,164,113,40,140,222,119,24,35,846,473,693,167,321,211,146,128,81,214,155,122,165,11,11,11,11,11,11,11,11,11,11,11,11,11,28,11,11,36,61,103,124,82,60,13,11,848,55,150,148,349,323,25,998,211,67,174,93,11,11,68,159,158,101,11,11,11
g361031699021,203,81,11,78,79,120,11,95,133,32,203,203,66,83,11,11,11,11,11,584,555,11,195,11,202,181,122,11,93,81,79,204,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,135,90,50,116,81,584,11,68,11,138,341,11,460,202,94,92,165,20,26,11,60,83,11,11,11,11
g361031699022,172,24,11,33,81,75,107,83,31,11,172,172,19,11,11,11,11,11,11,653,505,52,350,11,169,142,28,11,107,39,39,161,11,11,11,11,11,11,11,11,11,11,11,11,11,79,11,11,11,11,11,33,107,37,84,11,653,11,420,11,39,11,11,510,169,79,78,52,107,11,19,11,75,11,11,11,11
g361031699023,204,176,123,11,102,66,114,76,11,11,204,197,11,84,33,11,11,11,11,493,493,11,11,11,147,109,80,11,75,189,184,153,11,11,11,11,11,11,11,11,11,11,11,11,11,80,11,11,11,11,11,133,11,25,25,11,493,11,11,11,11,84,11,492,147,11,115,101,11,11,34,11,36,11,11,11,11
